TestDataID1,TestDataID2,TestDataID3,Depth,Iterations,LearningRate,TrainR2,TestR2,Top1Feature,Top2Feature,Top3Feature,Top4Feature,Top5Feature,Top6Feature,Top7Feature,Top8Feature,Top9Feature,Top10Feature
1,7,12,3,300,0.1,0.999994817,-0.053389885,HOMO,MolWt,TPSA,LUMO,ATS0dv,CT100,Kappa1,BalabanJ,HeavyAtomMolWt,NumRotatableBonds
1,7,13,3,300,0.1,0.999997685,0.088305147,MolWt,LogEE_A,HOMO,HeavyAtomMolWt,TPSA,LUMO,NumRotatableBonds,Kappa1,ATS0dv,CT100
1,7,14,3,300,0.05,0.998830019,-0.218867593,HOMO,LUMO,TPSA,ATS0dv,CT100,NumRotatableBonds,MolWt,BalabanJ,SpAbs_A,LabuteASA
1,7,15,3,300,0.1,0.999994912,-1.66990001,HOMO,ATS0dv,LUMO,BalabanJ,FractionCSP3,TPSA,Kappa1,NumRotatableBonds,MolWt,CT100
1,7,16,3,300,0.1,0.99999747,-0.757522691,ATS0dv,HOMO,MolWt,TPSA,BalabanJ,HeavyAtomMolWt,Kappa1,LUMO,CT100,FractionCSP3
1,7,17,3,200,0.1,0.999940313,-5.703393065,HOMO,ATS0dv,TPSA,BalabanJ,LUMO,HeavyAtomMolWt,NumRotatableBonds,Kappa1,SpAbs_A,MolWt
1,7,18,3,300,0.05,0.999535889,-1.071374112,HOMO,LUMO,CT100,ATS0dv,MolWt,Kappa1,TPSA,NumRotatableBonds,BalabanJ,LogEE_A
1,7,19,3,300,0.1,0.999995176,0.087466649,HOMO,ATS0dv,LUMO,MolWt,HeavyAtomMolWt,Kappa1,TPSA,BalabanJ,NumRotatableBonds,FractionCSP3
1,7,20,3,100,0.1,0.991500802,0.232567319,HOMO,LUMO,CT100,TPSA,Kappa1,ATS0dv,NumRotatableBonds,SpAbs_A,MaxAbsPartialCharge,FractionCSP3
1,7,21,3,100,0.01,0.521392916,-4.569066466,LUMO,ATS0dv,HOMO,TPSA,MolWt,FractionCSP3,CT100,HeavyAtomMolWt,Kappa1,Chi0
1,7,22,3,300,0.1,0.9999943,-1.907146175,ATS0dv,HOMO,Kappa1,MolWt,TPSA,LUMO,HeavyAtomMolWt,NumRotatableBonds,Eads100,CT100
1,7,23,3,300,0.1,0.999995173,-0.280965285,ATS0dv,MolWt,LUMO,TPSA,HOMO,HeavyAtomMolWt,Kappa1,BalabanJ,CT100,FractionCSP3
1,7,24,3,300,0.1,0.999993844,0.466393999,HOMO,TPSA,Kappa1,MolWt,ATS0dv,LUMO,CT100,HeavyAtomMolWt,BalabanJ,SpAbs_A
1,7,25,3,300,0.1,0.999997326,-0.292151839,HOMO,ATS0dv,NumRotatableBonds,LUMO,HeavyAtomMolWt,TPSA,CT100,FractionCSP3,SpAbs_A,Kappa1
1,7,26,3,300,0.1,0.999994737,-1.34854679,ATS0dv,MolWt,HOMO,LUMO,TPSA,Kappa1,HeavyAtomMolWt,BalabanJ,MinPartialCharge,SpAbs_A
1,7,27,3,100,0.1,0.993838401,0.132307069,ATS0dv,BalabanJ,LUMO,MolWt,Kappa1,TPSA,FractionCSP3,HeavyAtomMolWt,CT100,HOMO
1,7,28,3,300,0.1,0.999992326,-0.414504776,ATS0dv,MolWt,HOMO,TPSA,HeavyAtomMolWt,Kappa1,BalabanJ,LUMO,NumRotatableBonds,CT100
1,7,29,3,300,0.1,0.999994831,-0.11733044,HOMO,ATS0dv,MolWt,HeavyAtomMolWt,TPSA,Kappa1,BalabanJ,CT100,SpAbs_A,NumRotatableBonds
1,8,9,5,100,0.01,0.567859223,-1.696181948,FractionCSP3,LUMO,ATS0dv,NumRotatableBonds,CT100,Kappa1,HOMO,LogEE_A,BalabanJ,MolWt
1,8,10,3,300,0.1,0.999997982,0.055320645,ATS0dv,HOMO,MolWt,LUMO,CT100,TPSA,Kappa1,HeavyAtomMolWt,BalabanJ,FractionCSP3
1,8,11,3,300,0.05,0.999158322,-0.542540962,ATS0dv,HOMO,BalabanJ,LUMO,HeavyAtomMolWt,NumRotatableBonds,CT100,Eads100,LabuteASA,MaxAbsPartialCharge
1,8,12,3,300,0.05,0.99915014,0.185150519,ATS0dv,HOMO,MolWt,CT100,SpAbs_A,LUMO,LabuteASA,NumRotatableBonds,Kappa1,BalabanJ
1,8,13,3,300,0.05,0.999337699,0.188100603,ATS0dv,HOMO,LogEE_A,MolWt,LUMO,CT100,HeavyAtomMolWt,LabuteASA,Kappa1,BalabanJ
1,8,14,3,300,0.1,0.999994743,0.092487033,HOMO,MolWt,ATS0dv,LUMO,CT100,NumRotatableBonds,HeavyAtomMolWt,Kappa1,FractionCSP3,Chi0
1,8,15,3,300,0.05,0.999265417,-0.316435543,HOMO,ATS0dv,LUMO,BalabanJ,CT100,NumRotatableBonds,MolWt,Kappa1,HeavyAtomMolWt,TPSA
1,8,16,3,300,0.1,0.999998404,-0.190141662,ATS0dv,HOMO,MolWt,CT100,Kappa1,HeavyAtomMolWt,BalabanJ,LUMO,FractionCSP3,NumRotatableBonds
1,8,17,3,300,0.05,0.9994305,-1.008820199,HOMO,ATS0dv,LUMO,NumRotatableBonds,SpAbs_A,BalabanJ,MolWt,TPSA,CT100,LogEE_A
1,8,18,3,300,0.05,0.99967631,-0.385386641,HOMO,ATS0dv,MolWt,CT100,LUMO,NumRotatableBonds,Kappa1,BalabanJ,SpAbs_A,TPSA
1,8,19,3,300,0.05,0.999424444,0.171700858,HOMO,MolWt,ATS0dv,LUMO,NumRotatableBonds,CT100,SpAbs_A,BalabanJ,Kappa1,TPSA
1,8,20,3,300,0.01,0.81750943,0.167285961,HOMO,ATS0dv,NumRotatableBonds,LUMO,CT100,TPSA,LogEE_A,MolWt,Kappa1,Eads100
1,8,21,5,100,0.01,0.578212424,-1.235699337,LUMO,ATS0dv,Chi0,FractionCSP3,LabuteASA,CT100,NumRotatableBonds,Eads100,HOMO,Kappa1
1,8,22,3,300,0.1,0.999997096,-0.254011787,HOMO,ATS0dv,MolWt,Kappa1,NumRotatableBonds,Eads100,FractionCSP3,CT100,LabuteASA,SpAbs_A
1,8,23,3,300,0.1,0.999996098,0.096213335,HOMO,MolWt,ATS0dv,Kappa1,SpAbs_A,LUMO,CT100,NumRotatableBonds,Eads100,TPSA
1,8,24,3,300,0.1,0.99999812,0.568775266,HOMO,MolWt,CT100,TPSA,Kappa1,ATS0dv,LUMO,HeavyAtomMolWt,MaxAbsPartialCharge,FractionCSP3
1,8,25,3,300,0.1,0.999996875,-0.127790594,HOMO,ATS0dv,NumRotatableBonds,HeavyAtomMolWt,FractionCSP3,TPSA,CT100,BalabanJ,SpAbs_A,Chi0
1,8,26,3,300,0.05,0.999015978,-0.069313012,HOMO,ATS0dv,MolWt,NumRotatableBonds,SpAbs_A,CT100,LUMO,BalabanJ,Kappa1,LabuteASA
1,8,27,3,300,0.1,0.999996749,0.394936643,ATS0dv,MolWt,HOMO,LUMO,SpAbs_A,Kappa1,FractionCSP3,BalabanJ,NumRotatableBonds,HeavyAtomMolWt
1,8,28,3,300,0.1,0.999998338,-0.055688167,HOMO,CT100,MolWt,ATS0dv,SpAbs_A,Kappa1,LUMO,FractionCSP3,LabuteASA,BalabanJ
1,8,29,3,300,0.1,0.999998069,0.093886589,HOMO,CT100,MolWt,Kappa1,ATS0dv,FractionCSP3,SpAbs_A,TPSA,BalabanJ,LUMO
1,9,10,7,100,0.1,0.999859772,-1.495034428,HOMO,Chi0,ATS0dv,MaxAbsPartialCharge,LUMO,LogEE_A,NumRotatableBonds,Kappa1,BalabanJ,HeavyAtomMolWt
1,9,11,7,100,0.1,0.999904505,-10.12014285,LUMO,LogEE_A,Chi0,Kappa1,CT100,BalabanJ,MaxAbsPartialCharge,ATS0dv,HOMO,Eads100
1,9,12,7,100,0.05,0.984693184,-0.772552367,ATS0dv,Kappa1,LogEE_A,LUMO,HOMO,Chi0,CT100,NumRotatableBonds,FractionCSP3,HeavyAtomMolWt
1,9,13,7,100,0.01,0.600206344,-0.581427659,LUMO,MolWt,SpAbs_A,LogEE_A,Kappa1,Chi0,FractionCSP3,ATS0dv,NumRotatableBonds,HOMO
1,9,14,7,100,0.05,0.985189499,-1.160887254,LUMO,FractionCSP3,BalabanJ,Chi0,LogEE_A,ATS0dv,NumRotatableBonds,HeavyAtomMolWt,MolWt,SpAbs_A
1,9,15,5,100,0.05,0.974613973,-6.416836996,LUMO,Kappa1,CT100,BalabanJ,HeavyAtomMolWt,FractionCSP3,NumRotatableBonds,MaxAbsPartialCharge,LabuteASA,HOMO
1,9,16,7,200,0.1,0.999999989,-2.894807987,ATS0dv,Chi0,LUMO,LogEE_A,HOMO,NumRotatableBonds,HeavyAtomMolWt,Kappa1,BalabanJ,CT100
1,9,17,3,200,0.01,0.72934131,-12.2873363,LUMO,BalabanJ,ATS0dv,MolWt,FractionCSP3,NumRotatableBonds,HeavyAtomMolWt,HOMO,Chi0,SpAbs_A
1,9,18,7,200,0.01,0.822410513,-2.629024164,LUMO,LogEE_A,ATS0dv,BalabanJ,NumRotatableBonds,FractionCSP3,HOMO,CT100,Eads100,Chi0
1,9,19,7,100,0.05,0.983912819,-0.82920919,FractionCSP3,HOMO,LUMO,LogEE_A,ATS0dv,Chi0,BalabanJ,NumRotatableBonds,CT100,MolWt
1,9,20,3,300,0.01,0.823253151,0.068902976,NumRotatableBonds,HOMO,LUMO,ATS0dv,BalabanJ,FractionCSP3,CT100,MolWt,Kappa1,HeavyAtomMolWt
1,9,21,3,100,0.01,0.537790159,-7.071740285,LUMO,ATS0dv,FractionCSP3,NumRotatableBonds,Chi0,MinPartialCharge,HOMO,LabuteASA,BalabanJ,HeavyAtomMolWt
1,9,22,5,100,0.05,0.974438407,-5.502294597,LUMO,FractionCSP3,HeavyAtomMolWt,Kappa1,CT100,NumRotatableBonds,HOMO,Chi0,LabuteASA,LogEE_A
1,9,23,7,100,0.05,0.984642754,-1.657277877,NumRotatableBonds,HeavyAtomMolWt,LUMO,HOMO,ATS0dv,Kappa1,BalabanJ,LogEE_A,Chi0,MolWt
1,9,24,7,200,0.1,0.999999991,-0.013831296,Chi0,LogEE_A,HOMO,ATS0dv,CT100,LUMO,FractionCSP3,MaxAbsPartialCharge,BalabanJ,HeavyAtomMolWt
1,9,25,5,100,0.01,0.574515925,-1.185258314,LUMO,CT100,ATS0dv,LogEE_A,NumRotatableBonds,FractionCSP3,Kappa1,BalabanJ,MolWt,HOMO
1,9,26,7,100,0.1,0.99988013,-4.004378519,HOMO,LUMO,Chi0,LogEE_A,ATS0dv,NumRotatableBonds,FractionCSP3,HeavyAtomMolWt,MolWt,CT100
1,9,27,3,300,0.05,0.999496585,-0.187608373,MolWt,NumRotatableBonds,FractionCSP3,ATS0dv,BalabanJ,HeavyAtomMolWt,CT100,LUMO,Kappa1,HOMO
1,9,28,7,100,0.1,0.999897976,-1.943227828,LUMO,HOMO,Chi0,NumRotatableBonds,LogEE_A,ATS0dv,HeavyAtomMolWt,BalabanJ,FractionCSP3,MolWt
1,9,29,7,200,0.01,0.815836493,-1.192091867,LUMO,ATS0dv,BalabanJ,LogEE_A,CT100,Kappa1,FractionCSP3,NumRotatableBonds,Chi0,HOMO
1,10,11,3,300,0.05,0.999136911,-0.431001407,HOMO,ATS0dv,LUMO,MolWt,BalabanJ,Eads100,CT100,HeavyAtomMolWt,SpAbs_A,LabuteASA
1,10,12,3,200,0.1,0.999912622,0.237753365,HOMO,MolWt,ATS0dv,HeavyAtomMolWt,TPSA,Kappa1,LabuteASA,CT100,LUMO,FractionCSP3
1,10,13,3,300,0.1,0.999997909,0.296625598,HeavyAtomMolWt,LUMO,HOMO,ATS0dv,MolWt,LogEE_A,Kappa1,NumRotatableBonds,LabuteASA,Eads100
1,10,14,3,300,0.1,0.999995115,0.242978854,HOMO,MolWt,LUMO,BalabanJ,Kappa1,ATS0dv,SpAbs_A,HeavyAtomMolWt,LabuteASA,TPSA
1,10,15,3,300,0.1,0.999997163,-0.119395415,HOMO,MolWt,ATS0dv,LUMO,BalabanJ,HeavyAtomMolWt,SpAbs_A,Kappa1,CT100,FractionCSP3
1,10,16,3,200,0.1,0.999936398,0.134206773,HOMO,MolWt,HeavyAtomMolWt,ATS0dv,LUMO,BalabanJ,LabuteASA,Kappa1,TPSA,CT100
1,10,17,3,100,0.1,0.995948312,-1.096161185,MolWt,ATS0dv,HOMO,BalabanJ,HeavyAtomMolWt,Kappa1,TPSA,LabuteASA,NumRotatableBonds,SpAbs_A
1,10,18,3,100,0.1,0.995497418,-0.198786967,HOMO,MolWt,ATS0dv,Eads100,HeavyAtomMolWt,CT100,Kappa1,BalabanJ,FractionCSP3,LabuteASA
1,10,19,3,300,0.1,0.999998274,0.324495435,HOMO,MolWt,TPSA,LUMO,BalabanJ,CT100,HeavyAtomMolWt,NumRotatableBonds,FractionCSP3,ATS0dv
1,10,20,3,200,0.1,0.999874844,0.256311363,HOMO,NumRotatableBonds,ATS0dv,CT100,MinPartialCharge,TPSA,Eads100,LUMO,FractionCSP3,MaxAbsPartialCharge
1,10,21,3,300,0.1,0.999999174,-1.290769146,ATS0dv,LUMO,CT100,Eads100,FractionCSP3,HOMO,TPSA,MaxAbsPartialCharge,HeavyAtomMolWt,Kappa1
1,10,22,3,300,0.1,0.999998471,-0.287278154,HOMO,ATS0dv,MolWt,Eads100,CT100,NumRotatableBonds,TPSA,LabuteASA,SpAbs_A,HeavyAtomMolWt
1,10,23,3,300,0.05,0.999107786,0.038597089,HOMO,ATS0dv,MolWt,CT100,NumRotatableBonds,LUMO,Eads100,Kappa1,LabuteASA,BalabanJ
1,10,24,3,200,0.1,0.99988762,0.512971016,HOMO,MolWt,CT100,HeavyAtomMolWt,Kappa1,SpAbs_A,TPSA,LabuteASA,Eads100,ATS0dv
1,10,25,3,300,0.05,0.999163648,-0.035403296,ATS0dv,HOMO,MolWt,LUMO,BalabanJ,CT100,Kappa1,NumRotatableBonds,HeavyAtomMolWt,TPSA
1,10,26,3,300,0.1,0.99999737,-0.081861096,HOMO,ATS0dv,MolWt,CT100,LUMO,TPSA,HeavyAtomMolWt,Eads100,FractionCSP3,BalabanJ
1,10,27,3,200,0.1,0.999857026,0.424608606,CT100,ATS0dv,FractionCSP3,HOMO,TPSA,Eads100,Kappa1,HeavyAtomMolWt,NumRotatableBonds,BalabanJ
1,10,28,3,300,0.1,0.999996664,0.035726941,LUMO,HOMO,HeavyAtomMolWt,BalabanJ,ATS0dv,Kappa1,Eads100,CT100,MolWt,FractionCSP3
1,10,29,3,300,0.1,0.99999878,0.142683468,HOMO,ATS0dv,CT100,MolWt,BalabanJ,Eads100,SpAbs_A,NumRotatableBonds,TPSA,LabuteASA
1,11,12,3,300,0.1,0.999996825,0.006666962,HOMO,ATS0dv,MolWt,LUMO,HeavyAtomMolWt,LabuteASA,TPSA,Kappa1,BalabanJ,Eads100
1,11,13,3,300,0.05,0.999451788,0.026348516,HOMO,ATS0dv,LUMO,MolWt,HeavyAtomMolWt,Kappa1,LogEE_A,NumRotatableBonds,Eads100,Chi0
1,11,14,3,300,0.05,0.999168786,-0.181299156,HOMO,ATS0dv,CT100,MolWt,LUMO,BalabanJ,Kappa1,NumRotatableBonds,Eads100,LabuteASA
1,11,15,3,300,0.1,0.999997737,-2.266378403,HOMO,LUMO,ATS0dv,HeavyAtomMolWt,CT100,Kappa1,Eads100,BalabanJ,LabuteASA,NumRotatableBonds
1,11,16,3,300,0.05,0.999406587,-1.05874363,HOMO,ATS0dv,LUMO,BalabanJ,MolWt,NumRotatableBonds,Eads100,Kappa1,CT100,LabuteASA
1,11,17,3,100,0.1,0.994878232,-6.148590791,HOMO,ATS0dv,BalabanJ,HeavyAtomMolWt,Kappa1,LUMO,Eads100,MolWt,TPSA,LabuteASA
1,11,18,3,200,0.05,0.995959594,-1.333190268,ATS0dv,HOMO,BalabanJ,Eads100,LabuteASA,MolWt,LUMO,NumRotatableBonds,CT100,Kappa1
1,11,19,3,300,0.05,0.999401652,0.000568204,HOMO,MolWt,ATS0dv,LUMO,BalabanJ,Kappa1,NumRotatableBonds,Eads100,CT100,TPSA
1,11,20,3,100,0.1,0.992365234,0.199576903,HOMO,ATS0dv,NumRotatableBonds,CT100,TPSA,LUMO,MinPartialCharge,Eads100,FractionCSP3,MolWt
1,11,21,5,100,0.01,0.573815336,-5.209839948,ATS0dv,LUMO,Eads100,HOMO,FractionCSP3,CT100,LogEE_A,Chi0,SpAbs_A,LabuteASA
1,11,22,3,300,0.05,0.999183433,-2.200312115,HOMO,ATS0dv,LUMO,MolWt,CT100,Eads100,Kappa1,NumRotatableBonds,BalabanJ,SpAbs_A
1,11,23,3,300,0.05,0.999488654,-0.583290381,ATS0dv,HOMO,Eads100,MolWt,LUMO,BalabanJ,CT100,Kappa1,NumRotatableBonds,LabuteASA
1,11,24,3,200,0.1,0.999923821,0.431309255,HOMO,CT100,Kappa1,MolWt,HeavyAtomMolWt,Eads100,ATS0dv,TPSA,BalabanJ,NumRotatableBonds
1,11,25,3,300,0.1,0.999997402,-0.127940304,HOMO,ATS0dv,HeavyAtomMolWt,Kappa1,Eads100,LUMO,LabuteASA,MolWt,FractionCSP3,CT100
1,11,26,3,300,0.05,0.999237849,-1.947136768,HOMO,ATS0dv,MolWt,BalabanJ,Eads100,CT100,NumRotatableBonds,LUMO,LabuteASA,Kappa1
1,11,27,3,300,0.1,0.999998042,0.239769807,ATS0dv,MolWt,HOMO,HeavyAtomMolWt,LUMO,BalabanJ,Kappa1,Eads100,FractionCSP3,LabuteASA
1,11,28,3,300,0.05,0.999375365,-0.62691651,HOMO,ATS0dv,MolWt,BalabanJ,LUMO,Kappa1,NumRotatableBonds,Eads100,CT100,SpAbs_A
1,11,29,3,300,0.05,0.999307214,-0.127164894,ATS0dv,HOMO,MolWt,LUMO,BalabanJ,Kappa1,CT100,SpAbs_A,Eads100,HeavyAtomMolWt
1,12,13,3,300,0.1,0.999998807,0.326610515,HOMO,MolWt,HeavyAtomMolWt,LogEE_A,ATS0dv,NumRotatableBonds,Kappa1,TPSA,Eads100,BalabanJ
1,12,14,3,300,0.1,0.999997245,0.441564399,HOMO,MolWt,Kappa1,BalabanJ,LabuteASA,TPSA,ATS0dv,HeavyAtomMolWt,FractionCSP3,CT100
1,12,15,3,300,0.1,0.99999785,0.193622255,HOMO,ATS0dv,MolWt,BalabanJ,HeavyAtomMolWt,Kappa1,NumRotatableBonds,LUMO,FractionCSP3,SpAbs_A
1,12,16,3,300,0.1,0.999998321,0.336576774,HOMO,MolWt,ATS0dv,NumRotatableBonds,SpAbs_A,Kappa1,BalabanJ,CT100,FractionCSP3,HeavyAtomMolWt
1,12,17,3,300,0.1,0.999998762,-0.490698426,HOMO,MolWt,ATS0dv,TPSA,Kappa1,HeavyAtomMolWt,SpAbs_A,LUMO,BalabanJ,NumRotatableBonds
1,12,18,3,100,0.1,0.995112885,0.121888682,HOMO,MolWt,ATS0dv,LUMO,Kappa1,BalabanJ,Eads100,FractionCSP3,HeavyAtomMolWt,TPSA
1,12,19,3,300,0.1,0.999997358,0.459432001,HOMO,MolWt,TPSA,LabuteASA,HeavyAtomMolWt,ATS0dv,Kappa1,CT100,FractionCSP3,NumRotatableBonds
1,12,20,3,300,0.1,0.999997155,0.254468941,HOMO,NumRotatableBonds,ATS0dv,Eads100,TPSA,MolWt,MaxAbsPartialCharge,SpAbs_A,MinPartialCharge,CT100
1,12,21,5,100,0.01,0.579245644,-0.791344854,ATS0dv,LUMO,FractionCSP3,TPSA,Chi0,HOMO,LogEE_A,MolWt,HeavyAtomMolWt,CT100
1,12,22,3,300,0.1,0.999998479,0.207438905,HOMO,MolWt,ATS0dv,NumRotatableBonds,TPSA,Kappa1,HeavyAtomMolWt,CT100,FractionCSP3,LUMO
1,12,23,3,300,0.1,0.999995076,0.303246037,HOMO,MolWt,ATS0dv,Eads100,BalabanJ,Kappa1,LUMO,NumRotatableBonds,FractionCSP3,HeavyAtomMolWt
1,12,24,3,300,0.1,0.999996943,0.544035039,HOMO,MolWt,CT100,Kappa1,TPSA,HeavyAtomMolWt,ATS0dv,Eads100,SpAbs_A,FractionCSP3
1,12,25,3,300,0.1,0.999997185,0.169025581,HOMO,ATS0dv,MolWt,Kappa1,SpAbs_A,LUMO,BalabanJ,FractionCSP3,NumRotatableBonds,HeavyAtomMolWt
1,12,26,3,300,0.1,0.999998582,0.201111643,HOMO,ATS0dv,CT100,MolWt,MaxAbsPartialCharge,TPSA,BalabanJ,FractionCSP3,Kappa1,SpAbs_A
1,12,27,3,300,0.1,0.999998314,0.347549579,ATS0dv,FractionCSP3,HOMO,MolWt,CT100,SpAbs_A,HeavyAtomMolWt,BalabanJ,TPSA,Kappa1
1,12,28,3,300,0.1,0.999997984,0.290602008,ATS0dv,MolWt,HeavyAtomMolWt,HOMO,Kappa1,NumRotatableBonds,BalabanJ,LUMO,TPSA,SpAbs_A
1,12,29,3,300,0.1,0.99999836,0.322793937,HOMO,ATS0dv,MolWt,Kappa1,Eads100,HeavyAtomMolWt,BalabanJ,NumRotatableBonds,FractionCSP3,SpAbs_A
1,13,14,3,300,0.1,0.999998216,0.261771692,MolWt,HeavyAtomMolWt,HOMO,LogEE_A,Kappa1,ATS0dv,LUMO,BalabanJ,MinPartialCharge,TPSA
1,13,15,3,200,0.1,0.999933295,0.220838112,HeavyAtomMolWt,MolWt,LogEE_A,HOMO,Kappa1,LUMO,TPSA,NumRotatableBonds,ATS0dv,BalabanJ
1,13,16,3,300,0.05,0.999555354,0.167991034,HOMO,MolWt,ATS0dv,LUMO,LogEE_A,SpAbs_A,HeavyAtomMolWt,TPSA,LabuteASA,Kappa1
1,13,17,7,100,0.05,0.986806155,-0.347893456,ATS0dv,Kappa1,LUMO,MolWt,SpAbs_A,HeavyAtomMolWt,Chi0,HOMO,TPSA,CT100
1,13,18,3,300,0.1,0.999999438,0.10310647,HOMO,HeavyAtomMolWt,LogEE_A,MolWt,LUMO,ATS0dv,Eads100,BalabanJ,Kappa1,TPSA
1,13,19,3,300,0.1,0.999997282,0.325698617,MolWt,HeavyAtomMolWt,LogEE_A,HOMO,Kappa1,LUMO,ATS0dv,Eads100,MinPartialCharge,NumRotatableBonds
1,13,20,3,300,0.01,0.807468213,0.153258488,HOMO,NumRotatableBonds,ATS0dv,LUMO,TPSA,CT100,Eads100,Kappa1,MolWt,BalabanJ
1,13,21,3,100,0.01,0.529846125,-0.49147275,ATS0dv,LUMO,LogEE_A,HOMO,TPSA,HeavyAtomMolWt,MolWt,LabuteASA,FractionCSP3,Chi0
1,13,22,3,300,0.1,0.99999811,0.009070581,HOMO,MolWt,HeavyAtomMolWt,LogEE_A,LUMO,Kappa1,ATS0dv,Eads100,TPSA,NumRotatableBonds
1,13,23,3,300,0.1,0.999998303,0.181181289,ATS0dv,HOMO,LogEE_A,HeavyAtomMolWt,MolWt,Eads100,LUMO,BalabanJ,Kappa1,LabuteASA
1,13,24,3,300,0.1,0.999997405,0.470880443,HOMO,MolWt,HeavyAtomMolWt,LogEE_A,Eads100,Kappa1,LUMO,TPSA,BalabanJ,ATS0dv
1,13,25,3,100,0.01,0.49846218,0.069811261,HOMO,LUMO,ATS0dv,LogEE_A,MolWt,SpAbs_A,Kappa1,NumRotatableBonds,LabuteASA,Chi0
1,13,26,3,300,0.1,0.999996909,0.175131886,HeavyAtomMolWt,LogEE_A,MolWt,HOMO,ATS0dv,BalabanJ,LUMO,Kappa1,Eads100,TPSA
1,13,27,3,300,0.1,0.999999314,0.348390565,HeavyAtomMolWt,ATS0dv,MolWt,LogEE_A,Kappa1,HOMO,NumRotatableBonds,Eads100,LUMO,BalabanJ
1,13,28,3,300,0.1,0.999998452,0.170828336,MolWt,HeavyAtomMolWt,HOMO,LogEE_A,ATS0dv,Kappa1,LUMO,BalabanJ,TPSA,Eads100
1,13,29,3,300,0.05,0.99962279,0.236482675,LUMO,LogEE_A,HOMO,ATS0dv,Kappa1,MolWt,Eads100,HeavyAtomMolWt,BalabanJ,CT100
1,14,15,3,300,0.05,0.999428555,-0.042123461,HOMO,LUMO,CT100,LabuteASA,MolWt,HeavyAtomMolWt,BalabanJ,NumRotatableBonds,TPSA,ATS0dv
1,14,16,3,300,0.1,0.999998081,0.165413983,HOMO,MolWt,LUMO,Eads100,CT100,ATS0dv,TPSA,FractionCSP3,BalabanJ,Kappa1
1,14,17,5,100,0.1,0.999427983,-0.732907977,LabuteASA,FractionCSP3,BalabanJ,LUMO,ATS0dv,CT100,HOMO,Kappa1,TPSA,MolWt
1,14,18,3,300,0.1,0.999998781,-0.193734494,HOMO,MolWt,Kappa1,CT100,SpAbs_A,TPSA,BalabanJ,LabuteASA,FractionCSP3,ATS0dv
1,14,19,3,300,0.1,0.999996124,0.196790147,HOMO,Kappa1,MolWt,ATS0dv,CT100,HeavyAtomMolWt,Eads100,TPSA,FractionCSP3,LUMO
1,14,20,3,300,0.1,0.999995644,0.330035716,HOMO,NumRotatableBonds,CT100,LUMO,ATS0dv,MinPartialCharge,TPSA,Eads100,MaxAbsPartialCharge,FractionCSP3
1,14,21,3,100,0.01,0.526880016,-1.048367663,LUMO,ATS0dv,HOMO,FractionCSP3,Chi0,TPSA,MolWt,LabuteASA,CT100,NumRotatableBonds
1,14,22,3,300,0.1,0.999997478,-0.060731268,HOMO,MolWt,LUMO,Kappa1,Eads100,ATS0dv,CT100,FractionCSP3,LabuteASA,NumRotatableBonds
1,14,23,3,300,0.1,0.9999994,0.16057661,HOMO,LUMO,MolWt,FractionCSP3,BalabanJ,ATS0dv,Kappa1,TPSA,CT100,Eads100
1,14,24,3,300,0.1,0.999997368,0.526542867,HOMO,MolWt,HeavyAtomMolWt,Eads100,CT100,Kappa1,TPSA,FractionCSP3,LUMO,NumRotatableBonds
1,14,25,3,300,0.1,0.999995752,-0.054698453,HOMO,BalabanJ,LUMO,ATS0dv,FractionCSP3,NumRotatableBonds,CT100,LabuteASA,SpAbs_A,HeavyAtomMolWt
1,14,26,3,300,0.1,0.999998019,0.132128059,HOMO,MolWt,ATS0dv,Eads100,CT100,TPSA,Kappa1,FractionCSP3,LUMO,HeavyAtomMolWt
1,14,27,3,300,0.1,0.99999788,0.283626518,MolWt,SpAbs_A,HOMO,ATS0dv,Kappa1,FractionCSP3,MaxAbsPartialCharge,CT100,BalabanJ,HeavyAtomMolWt
1,14,28,3,300,0.1,0.99999789,0.056830848,LUMO,HOMO,MolWt,Kappa1,ATS0dv,TPSA,HeavyAtomMolWt,BalabanJ,SpAbs_A,CT100
1,14,29,3,300,0.1,0.999998068,0.254990046,HOMO,MolWt,Eads100,LUMO,BalabanJ,FractionCSP3,HeavyAtomMolWt,Kappa1,ATS0dv,LabuteASA
1,15,16,3,300,0.05,0.99962732,-0.702964235,ATS0dv,HOMO,LUMO,CT100,MolWt,BalabanJ,NumRotatableBonds,TPSA,HeavyAtomMolWt,Eads100
1,15,17,3,100,0.05,0.93055969,-4.014934828,LUMO,HOMO,ATS0dv,TPSA,BalabanJ,NumRotatableBonds,HeavyAtomMolWt,LabuteASA,MolWt,SpAbs_A
1,15,18,3,100,0.1,0.995723399,-0.773969899,HOMO,LUMO,Eads100,ATS0dv,MolWt,HeavyAtomMolWt,CT100,Kappa1,NumRotatableBonds,FractionCSP3
1,15,19,3,300,0.1,0.999997446,0.234800519,HOMO,MolWt,LUMO,ATS0dv,CT100,HeavyAtomMolWt,NumRotatableBonds,Eads100,FractionCSP3,Kappa1
1,15,20,3,100,0.05,0.922135236,0.273246836,HOMO,NumRotatableBonds,LUMO,TPSA,ATS0dv,Eads100,Kappa1,MinPartialCharge,MolWt,MaxAbsPartialCharge
