TestDataID1,TestDataID2,TestDataID3,MaxDepth,NEstimators,MinSamplesSplit,TrainR2,TestR2,Top1Feature,Top2Feature,Top3Feature,Top4Feature,Top5Feature,Top6Feature,Top7Feature,Top8Feature,Top9Feature,Top10Feature
0,1,2,5,100,5,0.786622174,0.420910366,CT100,LUMO,HOMO,ATS0dv,TPSA,BalabanJ,Eads100,SpAbs_A,MinPartialCharge,LabuteASA
0,1,3,7,100,2,0.855408257,0.411638019,LUMO,CT100,HOMO,ATS0dv,BalabanJ,TPSA,NumRotatableBonds,Eads100,LabuteASA,Kappa1
0,1,4,7,100,2,0.851015777,0.420981689,CT100,LUMO,HOMO,ATS0dv,BalabanJ,NumRotatableBonds,Eads100,TPSA,MinPartialCharge,LabuteASA
0,1,5,7,300,5,0.785028061,0.296760268,LUMO,CT100,HOMO,ATS0dv,Eads100,BalabanJ,TPSA,NumRotatableBonds,MolWt,LabuteASA
0,1,6,7,100,5,0.810070601,0.453908259,LUMO,CT100,HOMO,ATS0dv,BalabanJ,TPSA,LabuteASA,NumRotatableBonds,Eads100,SpAbs_A
0,1,7,7,100,10,0.727125567,0.363853872,LUMO,CT100,HOMO,ATS0dv,TPSA,SpAbs_A,BalabanJ,NumRotatableBonds,LabuteASA,Kappa1
0,1,8,5,100,10,0.727775904,0.344521878,LUMO,CT100,HOMO,ATS0dv,LabuteASA,TPSA,NumRotatableBonds,BalabanJ,SpAbs_A,Kappa1
0,1,9,5,300,10,0.717132322,0.090142351,LUMO,CT100,ATS0dv,BalabanJ,HOMO,NumRotatableBonds,Eads100,MolWt,HeavyAtomMolWt,FractionCSP3
0,1,10,5,100,10,0.738654337,0.392192455,LUMO,CT100,ATS0dv,HOMO,TPSA,SpAbs_A,NumRotatableBonds,LabuteASA,BalabanJ,Eads100
0,1,11,7,100,10,0.734923097,0.445765568,CT100,LUMO,HOMO,ATS0dv,NumRotatableBonds,SpAbs_A,BalabanJ,Eads100,TPSA,LabuteASA
0,1,12,5,300,5,0.794665283,0.457682091,LUMO,CT100,HOMO,ATS0dv,NumRotatableBonds,BalabanJ,TPSA,Eads100,SpAbs_A,MolWt
0,1,13,7,300,5,0.793339489,0.506086083,LUMO,HOMO,CT100,ATS0dv,Eads100,NumRotatableBonds,BalabanJ,TPSA,MolWt,LabuteASA
0,1,14,7,300,10,0.710420568,0.401162924,LUMO,CT100,HOMO,ATS0dv,NumRotatableBonds,TPSA,Eads100,LabuteASA,SpAbs_A,MolWt
0,1,15,5,100,2,0.857420292,0.485055348,LUMO,CT100,HOMO,ATS0dv,NumRotatableBonds,TPSA,SpAbs_A,BalabanJ,MolWt,Eads100
0,1,16,7,300,2,0.857048568,0.380021429,LUMO,CT100,HOMO,ATS0dv,TPSA,NumRotatableBonds,BalabanJ,Eads100,MolWt,SpAbs_A
0,1,17,3,300,10,0.71453407,0.275238026,LUMO,CT100,HOMO,TPSA,ATS0dv,NumRotatableBonds,SpAbs_A,BalabanJ,LabuteASA,Eads100
0,1,18,3,300,2,0.779431328,0.334796987,LUMO,CT100,HOMO,ATS0dv,NumRotatableBonds,TPSA,BalabanJ,Eads100,MolWt,LabuteASA
0,1,19,7,100,2,0.879285107,0.424016544,LUMO,CT100,HOMO,ATS0dv,BalabanJ,NumRotatableBonds,TPSA,Eads100,MolWt,SpAbs_A
0,1,20,3,300,10,0.696169159,0.037577091,HOMO,LUMO,CT100,NumRotatableBonds,TPSA,Eads100,BalabanJ,ATS0dv,MolWt,LabuteASA
0,1,21,7,100,10,0.818756306,0.135649389,LUMO,ATS0dv,CT100,Eads100,HOMO,TPSA,LabuteASA,MinPartialCharge,MaxAbsPartialCharge,HeavyAtomMolWt
0,1,22,7,200,10,0.710942727,0.290880254,CT100,LUMO,HOMO,ATS0dv,NumRotatableBonds,Eads100,TPSA,BalabanJ,SpAbs_A,LabuteASA
0,1,23,5,200,10,0.70097171,0.343078243,LUMO,CT100,ATS0dv,HOMO,Eads100,NumRotatableBonds,TPSA,BalabanJ,SpAbs_A,LabuteASA
0,1,24,5,200,2,0.834916618,0.407539604,CT100,HOMO,LUMO,ATS0dv,Eads100,BalabanJ,TPSA,SpAbs_A,LabuteASA,HeavyAtomMolWt
0,1,25,5,200,10,0.704706552,0.331069725,LUMO,CT100,ATS0dv,HOMO,NumRotatableBonds,BalabanJ,TPSA,Eads100,MolWt,SpAbs_A
0,1,26,5,200,2,0.840578006,0.438701165,LUMO,CT100,HOMO,ATS0dv,NumRotatableBonds,BalabanJ,TPSA,Eads100,SpAbs_A,MinPartialCharge
0,1,27,3,200,10,0.685491873,0.277996593,CT100,ATS0dv,LUMO,NumRotatableBonds,Eads100,BalabanJ,TPSA,HOMO,FractionCSP3,SpAbs_A
0,1,28,5,200,2,0.849724965,0.344450984,LUMO,CT100,ATS0dv,HOMO,BalabanJ,Eads100,NumRotatableBonds,TPSA,SpAbs_A,MinPartialCharge
0,1,29,5,300,2,0.835173561,0.339027372,LUMO,CT100,HOMO,Eads100,ATS0dv,BalabanJ,NumRotatableBonds,TPSA,SpAbs_A,MinPartialCharge
0,2,3,5,100,2,0.842418547,-0.198605922,CT100,HOMO,LUMO,ATS0dv,Eads100,MinPartialCharge,SpAbs_A,BalabanJ,TPSA,NumRotatableBonds
0,2,4,3,300,5,0.716379019,-0.208026561,CT100,HOMO,LUMO,ATS0dv,MaxAbsPartialCharge,MinPartialCharge,BalabanJ,TPSA,Eads100,SpAbs_A
0,2,5,7,300,5,0.793905277,0.222662703,CT100,HOMO,LUMO,ATS0dv,TPSA,MolWt,MaxAbsPartialCharge,SpAbs_A,Eads100,BalabanJ
0,2,6,7,300,5,0.800961789,-0.7772269,CT100,LUMO,HOMO,ATS0dv,MinPartialCharge,MaxAbsPartialCharge,BalabanJ,SpAbs_A,TPSA,MolWt
0,2,7,5,300,5,0.78660251,0.34417169,CT100,HOMO,LUMO,ATS0dv,TPSA,MinPartialCharge,MaxAbsPartialCharge,SpAbs_A,BalabanJ,Eads100
0,2,8,7,100,10,0.71911717,-0.616093875,CT100,LUMO,HOMO,ATS0dv,LabuteASA,MaxAbsPartialCharge,SpAbs_A,TPSA,FractionCSP3,MinPartialCharge
0,2,9,3,300,10,0.714237764,0.139600803,LUMO,CT100,HOMO,MaxAbsPartialCharge,ATS0dv,NumRotatableBonds,Eads100,MolWt,MinPartialCharge,SpAbs_A
0,2,10,7,100,5,0.815390696,-0.324840052,CT100,LUMO,HOMO,ATS0dv,SpAbs_A,TPSA,Kappa1,MaxAbsPartialCharge,BalabanJ,MinPartialCharge
0,2,11,7,300,10,0.733313802,0.350122379,HOMO,CT100,LUMO,ATS0dv,MaxAbsPartialCharge,SpAbs_A,MinPartialCharge,MolWt,Eads100,BalabanJ
0,2,12,5,300,5,0.794488773,-1.351794919,CT100,HOMO,LUMO,ATS0dv,MaxAbsPartialCharge,MolWt,TPSA,MinPartialCharge,BalabanJ,SpAbs_A
0,2,13,7,300,2,0.83942084,-2.631468822,CT100,HOMO,LUMO,ATS0dv,MolWt,MaxAbsPartialCharge,Eads100,BalabanJ,MinPartialCharge,TPSA
0,2,14,7,300,2,0.855464892,-1.089343232,CT100,HOMO,LUMO,ATS0dv,MaxAbsPartialCharge,TPSA,MolWt,BalabanJ,SpAbs_A,Eads100
0,2,15,5,300,2,0.836204722,0.365857124,HOMO,CT100,LUMO,ATS0dv,MaxAbsPartialCharge,MinPartialCharge,TPSA,BalabanJ,SpAbs_A,Eads100
0,2,16,7,300,2,0.854867586,0.007848905,CT100,HOMO,LUMO,TPSA,ATS0dv,Eads100,MaxAbsPartialCharge,MinPartialCharge,BalabanJ,MolWt
0,2,17,5,300,2,0.842920948,0.376900534,CT100,LUMO,MaxAbsPartialCharge,HOMO,TPSA,ATS0dv,MinPartialCharge,SpAbs_A,BalabanJ,Eads100
0,2,18,5,300,5,0.795051506,-0.15816311,CT100,HOMO,LUMO,ATS0dv,MaxAbsPartialCharge,TPSA,MinPartialCharge,Eads100,BalabanJ,MolWt
0,2,19,5,300,5,0.78594838,-1.32404884,HOMO,CT100,LUMO,ATS0dv,MaxAbsPartialCharge,TPSA,BalabanJ,MinPartialCharge,SpAbs_A,NumRotatableBonds
0,2,20,3,300,2,0.773331277,-37.35397545,HOMO,LUMO,MaxAbsPartialCharge,CT100,TPSA,MolWt,MinPartialCharge,Eads100,ATS0dv,BalabanJ
0,2,21,7,300,5,0.825126648,0.085424578,LUMO,HOMO,CT100,ATS0dv,MaxAbsPartialCharge,TPSA,Eads100,MinPartialCharge,BalabanJ,MolWt
0,2,22,5,200,5,0.789751975,0.083943446,CT100,HOMO,LUMO,TPSA,ATS0dv,SpAbs_A,MaxAbsPartialCharge,MinPartialCharge,BalabanJ,Eads100
0,2,23,7,200,5,0.802766375,-0.68984181,CT100,HOMO,LUMO,ATS0dv,MaxAbsPartialCharge,MinPartialCharge,TPSA,Eads100,BalabanJ,MolWt
0,2,24,7,200,2,0.850916059,-40.94811272,CT100,HOMO,LUMO,MaxAbsPartialCharge,MinPartialCharge,TPSA,Eads100,BalabanJ,SpAbs_A,ATS0dv
0,2,25,7,200,2,0.853408095,-1.249424773,CT100,LUMO,HOMO,ATS0dv,MaxAbsPartialCharge,MinPartialCharge,BalabanJ,TPSA,Eads100,MolWt
0,2,26,5,200,2,0.842864257,0.147672983,CT100,HOMO,LUMO,ATS0dv,MaxAbsPartialCharge,TPSA,MinPartialCharge,Eads100,SpAbs_A,BalabanJ
0,2,27,3,200,5,0.744884914,-14.67861921,CT100,HOMO,ATS0dv,LUMO,TPSA,MaxAbsPartialCharge,BalabanJ,MinPartialCharge,Eads100,FractionCSP3
0,2,28,5,300,2,0.840150479,-0.386113638,CT100,LUMO,HOMO,ATS0dv,MinPartialCharge,MaxAbsPartialCharge,Eads100,BalabanJ,TPSA,SpAbs_A
0,2,29,5,200,5,0.783377559,-1.092258361,CT100,LUMO,HOMO,ATS0dv,Eads100,MaxAbsPartialCharge,BalabanJ,MinPartialCharge,NumRotatableBonds,TPSA
0,3,4,3,300,10,0.67841346,0.645819339,LUMO,HOMO,ATS0dv,CT100,NumRotatableBonds,MaxAbsPartialCharge,Eads100,Kappa1,BalabanJ,TPSA
0,3,5,3,300,10,0.682733776,0.698043885,LUMO,HOMO,CT100,ATS0dv,TPSA,Eads100,MolWt,NumRotatableBonds,SpAbs_A,MaxAbsPartialCharge
0,3,6,5,300,10,0.705288672,0.52895103,LUMO,HOMO,ATS0dv,CT100,Eads100,NumRotatableBonds,BalabanJ,SpAbs_A,TPSA,MolWt
0,3,7,7,300,10,0.717567274,0.615370528,LUMO,HOMO,CT100,ATS0dv,TPSA,Eads100,NumRotatableBonds,SpAbs_A,MaxAbsPartialCharge,BalabanJ
0,3,8,3,300,10,0.681311254,0.453359276,LUMO,HOMO,ATS0dv,CT100,Eads100,NumRotatableBonds,SpAbs_A,Kappa1,TPSA,MinPartialCharge
0,3,9,3,300,10,0.712410961,0.118297795,LUMO,HOMO,CT100,ATS0dv,NumRotatableBonds,Eads100,BalabanJ,MaxAbsPartialCharge,MolWt,FractionCSP3
0,3,10,7,300,10,0.71702866,0.571478746,LUMO,HOMO,ATS0dv,CT100,Kappa1,Eads100,TPSA,MaxAbsPartialCharge,SpAbs_A,NumRotatableBonds
0,3,11,7,300,10,0.721708004,0.665655027,HOMO,LUMO,ATS0dv,CT100,Eads100,NumRotatableBonds,MaxAbsPartialCharge,MinPartialCharge,BalabanJ,Kappa1
0,3,12,5,300,10,0.722658452,0.441393514,LUMO,HOMO,ATS0dv,CT100,Eads100,NumRotatableBonds,TPSA,MolWt,MaxAbsPartialCharge,MinPartialCharge
0,3,13,3,300,10,0.696825648,0.514153473,LUMO,HOMO,CT100,ATS0dv,Eads100,MolWt,TPSA,MaxAbsPartialCharge,NumRotatableBonds,Kappa1
0,3,14,5,300,10,0.719164779,0.395525613,LUMO,HOMO,CT100,ATS0dv,Eads100,TPSA,MolWt,NumRotatableBonds,MaxAbsPartialCharge,BalabanJ
0,3,15,7,300,10,0.726502467,0.746764229,LUMO,HOMO,ATS0dv,CT100,Eads100,NumRotatableBonds,MaxAbsPartialCharge,TPSA,MolWt,MinPartialCharge
0,3,16,3,300,10,0.694864261,0.649640422,LUMO,HOMO,CT100,ATS0dv,TPSA,Eads100,MolWt,MaxAbsPartialCharge,NumRotatableBonds,MinPartialCharge
0,3,17,3,300,10,0.703917213,0.635632571,LUMO,HOMO,CT100,ATS0dv,MaxAbsPartialCharge,TPSA,Eads100,NumRotatableBonds,MinPartialCharge,MolWt
0,3,18,3,300,10,0.689140159,0.598631033,LUMO,HOMO,ATS0dv,CT100,Eads100,TPSA,NumRotatableBonds,MaxAbsPartialCharge,MolWt,BalabanJ
0,3,19,3,300,10,0.696536823,0.261004413,LUMO,HOMO,ATS0dv,CT100,NumRotatableBonds,Eads100,MaxAbsPartialCharge,TPSA,SpAbs_A,BalabanJ
0,3,20,3,300,10,0.707334315,-1.499831751,HOMO,LUMO,NumRotatableBonds,ATS0dv,Eads100,CT100,MolWt,MaxAbsPartialCharge,TPSA,BalabanJ
0,3,21,5,100,10,0.802594911,-0.033565121,LUMO,HOMO,ATS0dv,CT100,Eads100,TPSA,MaxAbsPartialCharge,MinPartialCharge,MolWt,LabuteASA
0,3,22,5,200,10,0.724620406,0.532573486,LUMO,HOMO,CT100,ATS0dv,NumRotatableBonds,Eads100,TPSA,SpAbs_A,MaxAbsPartialCharge,MinPartialCharge
0,3,23,7,200,10,0.717155504,0.47284983,LUMO,HOMO,CT100,ATS0dv,NumRotatableBonds,Eads100,MolWt,MaxAbsPartialCharge,TPSA,MinPartialCharge
0,3,24,5,200,2,0.843126299,0.148953613,HOMO,CT100,LUMO,Eads100,ATS0dv,MaxAbsPartialCharge,TPSA,BalabanJ,MinPartialCharge,SpAbs_A
0,3,25,5,200,10,0.712575794,0.314008606,LUMO,HOMO,CT100,ATS0dv,MaxAbsPartialCharge,NumRotatableBonds,TPSA,BalabanJ,Eads100,Kappa1
0,3,26,7,200,10,0.715230128,0.604728781,LUMO,HOMO,ATS0dv,CT100,Eads100,TPSA,Kappa1,NumRotatableBonds,MaxAbsPartialCharge,SpAbs_A
0,3,27,3,200,10,0.69830524,-0.571356831,ATS0dv,CT100,LUMO,HOMO,Eads100,Kappa1,TPSA,NumRotatableBonds,MaxAbsPartialCharge,BalabanJ
0,3,28,3,200,10,0.68427139,0.553542354,LUMO,HOMO,CT100,ATS0dv,Eads100,MaxAbsPartialCharge,Kappa1,TPSA,NumRotatableBonds,MinPartialCharge
0,3,29,5,200,10,0.701702083,0.430035951,LUMO,HOMO,CT100,ATS0dv,Eads100,NumRotatableBonds,BalabanJ,MaxAbsPartialCharge,Kappa1,FractionCSP3
0,4,5,3,300,10,0.678398284,0.680147242,LUMO,HOMO,CT100,ATS0dv,NumRotatableBonds,MolWt,MaxAbsPartialCharge,Eads100,TPSA,BalabanJ
0,4,6,5,300,10,0.698171607,0.541602522,LUMO,HOMO,ATS0dv,CT100,NumRotatableBonds,MaxAbsPartialCharge,BalabanJ,MinPartialCharge,MolWt,SpAbs_A
0,4,7,3,300,10,0.68425868,0.607523348,LUMO,HOMO,CT100,ATS0dv,NumRotatableBonds,MaxAbsPartialCharge,TPSA,MinPartialCharge,SpAbs_A,BalabanJ
0,4,8,3,300,10,0.678950122,0.478899087,LUMO,HOMO,ATS0dv,CT100,MinPartialCharge,NumRotatableBonds,SpAbs_A,MaxAbsPartialCharge,Eads100,FractionCSP3
0,4,9,3,300,10,0.707851439,0.142356943,LUMO,HOMO,CT100,ATS0dv,NumRotatableBonds,MinPartialCharge,BalabanJ,MaxAbsPartialCharge,Eads100,MolWt
0,4,10,7,300,10,0.71332113,0.569250102,LUMO,HOMO,ATS0dv,CT100,MinPartialCharge,NumRotatableBonds,Eads100,Kappa1,MaxAbsPartialCharge,TPSA
0,4,11,7,300,10,0.719737406,0.664461156,HOMO,LUMO,ATS0dv,CT100,NumRotatableBonds,MaxAbsPartialCharge,MinPartialCharge,Eads100,BalabanJ,SpAbs_A
0,4,12,5,300,10,0.718430264,0.441878662,LUMO,HOMO,ATS0dv,CT100,NumRotatableBonds,MinPartialCharge,MaxAbsPartialCharge,MolWt,Eads100,TPSA
0,4,13,3,300,10,0.693701037,0.570685257,LUMO,HOMO,CT100,ATS0dv,MolWt,Eads100,NumRotatableBonds,MaxAbsPartialCharge,MinPartialCharge,TPSA
0,4,14,7,300,10,0.715670621,0.40843384,LUMO,HOMO,CT100,ATS0dv,MaxAbsPartialCharge,NumRotatableBonds,MolWt,MinPartialCharge,Eads100,TPSA
0,4,15,3,300,10,0.684553374,0.705010052,HOMO,LUMO,CT100,ATS0dv,NumRotatableBonds,MaxAbsPartialCharge,Eads100,MinPartialCharge,TPSA,SpAbs_A
0,4,16,3,300,10,0.690328479,0.638878087,LUMO,HOMO,CT100,ATS0dv,TPSA,MaxAbsPartialCharge,NumRotatableBonds,Eads100,MolWt,MinPartialCharge
0,4,17,3,300,10,0.695952964,0.631954723,LUMO,HOMO,ATS0dv,CT100,MaxAbsPartialCharge,TPSA,NumRotatableBonds,MinPartialCharge,Eads100,MolWt
0,4,18,3,300,10,0.685197011,0.601530055,LUMO,HOMO,ATS0dv,CT100,NumRotatableBonds,MaxAbsPartialCharge,Eads100,TPSA,MolWt,MinPartialCharge
0,4,19,3,300,10,0.694077298,0.240362389,LUMO,HOMO,ATS0dv,CT100,NumRotatableBonds,MaxAbsPartialCharge,MinPartialCharge,TPSA,Eads100,SpAbs_A
0,4,20,3,300,10,0.70476322,-1.486033837,HOMO,NumRotatableBonds,LUMO,ATS0dv,MaxAbsPartialCharge,CT100,MolWt,Eads100,TPSA,BalabanJ
0,4,21,3,300,5,0.789137749,-0.067741166,LUMO,ATS0dv,HOMO,Eads100,MaxAbsPartialCharge,CT100,TPSA,MinPartialCharge,NumRotatableBonds,MolWt
0,4,22,3,200,10,0.693416175,0.538215662,HOMO,LUMO,CT100,ATS0dv,NumRotatableBonds,Eads100,MaxAbsPartialCharge,SpAbs_A,TPSA,BalabanJ
0,4,23,3,200,10,0.686261243,0.452536741,LUMO,HOMO,ATS0dv,CT100,NumRotatableBonds,MaxAbsPartialCharge,Eads100,MolWt,SpAbs_A,TPSA
0,4,24,5,200,2,0.83800146,0.112774645,HOMO,CT100,LUMO,ATS0dv,Eads100,MaxAbsPartialCharge,MinPartialCharge,BalabanJ,TPSA,SpAbs_A
0,4,25,3,200,10,0.686663401,0.243661338,LUMO,HOMO,CT100,ATS0dv,MaxAbsPartialCharge,NumRotatableBonds,BalabanJ,MinPartialCharge,MolWt,TPSA
0,4,26,3,200,10,0.683954925,0.578558646,LUMO,HOMO,CT100,ATS0dv,NumRotatableBonds,MaxAbsPartialCharge,TPSA,Eads100,SpAbs_A,Kappa1
0,4,27,3,200,10,0.697423728,-0.738493403,ATS0dv,LUMO,CT100,HOMO,NumRotatableBonds,MaxAbsPartialCharge,Eads100,MinPartialCharge,BalabanJ,FractionCSP3
0,4,28,3,200,10,0.682312211,0.543141572,LUMO,HOMO,CT100,ATS0dv,Eads100,MinPartialCharge,MaxAbsPartialCharge,NumRotatableBonds,TPSA,BalabanJ
0,4,29,7,200,10,0.701001313,0.441553346,LUMO,HOMO,CT100,ATS0dv,Eads100,NumRotatableBonds,BalabanJ,MaxAbsPartialCharge,MinPartialCharge,FractionCSP3
0,5,6,7,300,10,0.709512134,0.667565976,LUMO,HOMO,CT100,ATS0dv,MolWt,NumRotatableBonds,TPSA,MaxAbsPartialCharge,SpAbs_A,Eads100
0,5,7,5,300,10,0.725682687,0.671482591,LUMO,HOMO,CT100,ATS0dv,TPSA,NumRotatableBonds,MaxAbsPartialCharge,SpAbs_A,MinPartialCharge,BalabanJ
0,5,8,3,300,10,0.678552678,0.609701895,LUMO,HOMO,CT100,ATS0dv,MolWt,NumRotatableBonds,SpAbs_A,TPSA,MinPartialCharge,Kappa1
0,5,9,3,300,10,0.708795151,0.279289259,LUMO,HOMO,CT100,ATS0dv,NumRotatableBonds,BalabanJ,MaxAbsPartialCharge,Eads100,MolWt,MinPartialCharge
0,5,10,7,300,10,0.721263132,0.685777415,LUMO,HOMO,ATS0dv,CT100,MolWt,TPSA,Eads100,NumRotatableBonds,MaxAbsPartialCharge,SpAbs_A
0,5,11,7,300,10,0.721093502,0.705452221,LUMO,HOMO,CT100,ATS0dv,Eads100,MaxAbsPartialCharge,MolWt,NumRotatableBonds,MinPartialCharge,BalabanJ
0,5,12,7,300,10,0.720419445,0.653642408,LUMO,HOMO,ATS0dv,CT100,MolWt,TPSA,Eads100,NumRotatableBonds,MaxAbsPartialCharge,MinPartialCharge
0,5,13,3,300,10,0.690719037,0.709944694,HOMO,LUMO,CT100,ATS0dv,MolWt,Eads100,NumRotatableBonds,TPSA,MaxAbsPartialCharge,HeavyAtomMolWt
0,5,14,5,300,10,0.71305962,0.606283997,LUMO,HOMO,CT100,ATS0dv,MolWt,TPSA,Eads100,NumRotatableBonds,MaxAbsPartialCharge,SpAbs_A
0,5,15,7,300,10,0.721426347,0.753173307,HOMO,LUMO,CT100,ATS0dv,MolWt,Eads100,MaxAbsPartialCharge,NumRotatableBonds,MinPartialCharge,TPSA
0,5,16,3,300,10,0.688226768,0.700802827,LUMO,HOMO,CT100,ATS0dv,TPSA,MolWt,MaxAbsPartialCharge,Eads100,NumRotatableBonds,SpAbs_A
0,5,17,7,300,10,0.736042442,0.680297674,LUMO,HOMO,CT100,ATS0dv,MaxAbsPartialCharge,TPSA,MinPartialCharge,MolWt,NumRotatableBonds,Eads100
0,5,18,3,300,10,0.687543829,0.669269502,HOMO,LUMO,CT100,ATS0dv,MolWt,TPSA,NumRotatableBonds,Eads100,MaxAbsPartialCharge,SpAbs_A
0,5,19,3,300,10,0.692670912,0.53820475,HOMO,LUMO,CT100,ATS0dv,NumRotatableBonds,TPSA,SpAbs_A,MaxAbsPartialCharge,Eads100,MolWt
0,5,20,3,300,10,0.703315151,-0.616851402,HOMO,LUMO,CT100,NumRotatableBonds,MolWt,ATS0dv,TPSA,MaxAbsPartialCharge,Eads100,BalabanJ
0,5,21,3,300,5,0.784701048,0.180299491,LUMO,HOMO,ATS0dv,Eads100,CT100,TPSA,MaxAbsPartialCharge,MolWt,MinPartialCharge,NumRotatableBonds
0,5,22,5,200,10,0.72731754,0.533387842,HOMO,LUMO,CT100,ATS0dv,Eads100,SpAbs_A,TPSA,MolWt,NumRotatableBonds,MaxAbsPartialCharge
0,5,23,3,200,10,0.685634168,0.567752925,HOMO,LUMO,CT100,ATS0dv,MolWt,Eads100,NumRotatableBonds,SpAbs_A,TPSA,MaxAbsPartialCharge
0,5,24,7,200,2,0.843921777,0.543004688,HOMO,CT100,LUMO,ATS0dv,Eads100,MinPartialCharge,TPSA,MaxAbsPartialCharge,BalabanJ,MolWt
0,5,25,3,200,10,0.688538128,0.528512417,LUMO,HOMO,CT100,ATS0dv,MolWt,NumRotatableBonds,MaxAbsPartialCharge,TPSA,Eads100,BalabanJ
0,5,26,5,200,10,0.722975086,0.647257289,LUMO,HOMO,CT100,ATS0dv,TPSA,MolWt,NumRotatableBonds,MaxAbsPartialCharge,Eads100,SpAbs_A
0,5,27,3,300,10,0.693745638,0.158451449,CT100,HOMO,ATS0dv,LUMO,NumRotatableBonds,Eads100,MaxAbsPartialCharge,TPSA,MinPartialCharge,BalabanJ
0,5,28,5,300,10,0.705314071,0.62532513,LUMO,HOMO,CT100,ATS0dv,Eads100,NumRotatableBonds,MolWt,MaxAbsPartialCharge,TPSA,MinPartialCharge
0,5,29,7,200,10,0.701214569,0.607903465,LUMO,HOMO,CT100,ATS0dv,Eads100,NumRotatableBonds,BalabanJ,MinPartialCharge,MolWt,MaxAbsPartialCharge
0,6,7,5,300,10,0.715066573,0.582266814,LUMO,HOMO,CT100,ATS0dv,TPSA,NumRotatableBonds,MinPartialCharge,MaxAbsPartialCharge,BalabanJ,SpAbs_A
0,6,8,3,300,10,0.673504381,0.298187829,LUMO,HOMO,ATS0dv,CT100,NumRotatableBonds,MolWt,MinPartialCharge,MaxAbsPartialCharge,SpAbs_A,Eads100
0,6,9,3,300,10,0.703146627,0.098590973,LUMO,HOMO,CT100,ATS0dv,NumRotatableBonds,MaxAbsPartialCharge,BalabanJ,Eads100,MinPartialCharge,MolWt
0,6,10,3,300,10,0.684281958,0.491745512,LUMO,HOMO,ATS0dv,CT100,NumRotatableBonds,MinPartialCharge,TPSA,MaxAbsPartialCharge,Eads100,MolWt
0,6,11,5,300,10,0.714607102,0.631156457,LUMO,HOMO,ATS0dv,CT100,MaxAbsPartialCharge,MinPartialCharge,Eads100,NumRotatableBonds,MolWt,SpAbs_A
0,6,12,3,300,10,0.683294642,0.191720751,LUMO,HOMO,ATS0dv,CT100,MolWt,MaxAbsPartialCharge,Eads100,NumRotatableBonds,TPSA,MinPartialCharge
0,6,13,5,300,10,0.725046118,0.315957271,LUMO,HOMO,CT100,ATS0dv,MolWt,Eads100,MaxAbsPartialCharge,NumRotatableBonds,TPSA,MinPartialCharge
0,6,14,7,300,10,0.709073123,0.254282012,LUMO,HOMO,ATS0dv,CT100,MolWt,MaxAbsPartialCharge,NumRotatableBonds,Eads100,TPSA,MinPartialCharge
0,6,15,5,300,10,0.715562632,0.709984119,LUMO,HOMO,ATS0dv,CT100,MaxAbsPartialCharge,NumRotatableBonds,MolWt,MinPartialCharge,TPSA,Eads100
0,6,16,7,300,10,0.711568171,0.589062664,LUMO,HOMO,ATS0dv,CT100,MaxAbsPartialCharge,MolWt,TPSA,Eads100,NumRotatableBonds,MinPartialCharge
0,6,17,3,300,10,0.690901062,0.606908225,LUMO,ATS0dv,CT100,HOMO,MaxAbsPartialCharge,TPSA,NumRotatableBonds,MinPartialCharge,MolWt,Eads100
0,6,18,3,300,10,0.685540454,0.512266157,LUMO,HOMO,CT100,ATS0dv,NumRotatableBonds,MaxAbsPartialCharge,TPSA,MinPartialCharge,Eads100,MolWt
0,6,19,7,300,10,0.722896116,0.069701339,LUMO,HOMO,ATS0dv,CT100,MaxAbsPartialCharge,NumRotatableBonds,TPSA,Eads100,BalabanJ,MinPartialCharge
0,6,20,3,300,10,0.700867528,-2.25060878,HOMO,LUMO,NumRotatableBonds,ATS0dv,MaxAbsPartialCharge,MolWt,CT100,TPSA,Eads100,BalabanJ
0,6,21,5,100,5,0.840413341,-0.079118656,LUMO,ATS0dv,HOMO,CT100,MaxAbsPartialCharge,MinPartialCharge,Eads100,TPSA,MolWt,SpAbs_A
0,6,22,7,200,10,0.720693916,0.461188852,LUMO,HOMO,CT100,ATS0dv,Eads100,NumRotatableBonds,BalabanJ,MolWt,MaxAbsPartialCharge,TPSA
0,6,23,3,200,10,0.684747994,0.229936862,LUMO,HOMO,ATS0dv,CT100,MolWt,NumRotatableBonds,Eads100,MaxAbsPartialCharge,MinPartialCharge,BalabanJ
0,6,24,7,200,2,0.85521791,-0.257830872,HOMO,CT100,LUMO,ATS0dv,MinPartialCharge,Eads100,MaxAbsPartialCharge,BalabanJ,TPSA,MolWt
0,6,25,5,200,10,0.715662488,0.079774363,LUMO,HOMO,ATS0dv,CT100,MaxAbsPartialCharge,NumRotatableBonds,MolWt,TPSA,BalabanJ,MinPartialCharge
0,6,26,5,200,10,0.718798987,0.579848442,LUMO,HOMO,CT100,ATS0dv,MaxAbsPartialCharge,NumRotatableBonds,TPSA,SpAbs_A,MinPartialCharge,MolWt
0,6,27,5,200,10,0.725239529,-1.126199586,ATS0dv,LUMO,CT100,HOMO,NumRotatableBonds,MaxAbsPartialCharge,Eads100,TPSA,BalabanJ,MinPartialCharge
