TestDataID1,TestDataID2,TestDataID3,MaxDepth,NEstimators,MinSamplesSplit,TrainR2,TestR2,Top1Feature,Top2Feature,Top3Feature,Top4Feature,Top5Feature,Top6Feature,Top7Feature,Top8Feature,Top9Feature,Top10Feature
1,5,24,7,200,2,0.867456554,0.196416961,HOMO,LUMO,CT100,ATS0dv,Eads100,MolWt,TPSA,SpAbs_A,LabuteASA,Chi0
1,5,25,7,200,5,0.809101893,-0.616118287,LUMO,HOMO,CT100,ATS0dv,MolWt,Eads100,BalabanJ,TPSA,NumRotatableBonds,SpAbs_A
1,5,26,5,200,2,0.856753409,-1.979413417,LUMO,HOMO,CT100,ATS0dv,Eads100,MolWt,TPSA,BalabanJ,SpAbs_A,NumRotatableBonds
1,5,27,7,300,2,0.867117191,-0.00238212,LUMO,ATS0dv,CT100,HOMO,Eads100,BalabanJ,NumRotatableBonds,MolWt,HeavyAtomMolWt,TPSA
1,5,28,7,200,2,0.871186274,-0.986497558,LUMO,CT100,HOMO,ATS0dv,Eads100,BalabanJ,MolWt,SpAbs_A,Chi0,NumRotatableBonds
1,5,29,5,200,5,0.802322831,-0.444645545,LUMO,CT100,HOMO,Eads100,ATS0dv,BalabanJ,NumRotatableBonds,SpAbs_A,TPSA,Chi0
1,6,7,5,100,2,0.869318028,-0.465743489,LUMO,HOMO,CT100,ATS0dv,TPSA,BalabanJ,Eads100,LabuteASA,Kappa1,MolWt
1,6,8,7,300,2,0.872389648,-0.11104603,LUMO,HOMO,ATS0dv,CT100,BalabanJ,LabuteASA,Eads100,NumRotatableBonds,MolWt,Kappa1
1,6,9,3,200,10,0.712627821,-1.492694996,LUMO,HOMO,ATS0dv,CT100,NumRotatableBonds,BalabanJ,MolWt,Kappa1,Eads100,HeavyAtomMolWt
1,6,10,5,100,2,0.883852002,0.033619589,LUMO,HOMO,ATS0dv,CT100,BalabanJ,LabuteASA,Eads100,TPSA,MolWt,SpAbs_A
1,6,11,7,100,2,0.882076152,-0.200338803,LUMO,HOMO,ATS0dv,CT100,BalabanJ,LabuteASA,SpAbs_A,MolWt,Kappa1,Eads100
1,6,12,7,100,2,0.889401522,0.223403535,LUMO,HOMO,ATS0dv,CT100,BalabanJ,MolWt,LabuteASA,Eads100,TPSA,Kappa1
1,6,13,7,200,2,0.87469598,0.272208324,LUMO,HOMO,ATS0dv,CT100,Eads100,BalabanJ,MolWt,LabuteASA,Kappa1,TPSA
1,6,14,7,200,5,0.826326308,0.052830907,LUMO,HOMO,ATS0dv,CT100,BalabanJ,TPSA,MolWt,Eads100,LabuteASA,Chi0
1,6,15,5,300,2,0.862239821,-0.192631172,LUMO,HOMO,ATS0dv,CT100,BalabanJ,Eads100,MolWt,TPSA,Chi0,Kappa1
1,6,16,7,100,2,0.882840389,-0.172302404,LUMO,HOMO,CT100,ATS0dv,BalabanJ,TPSA,MolWt,Eads100,Chi0,Kappa1
1,6,17,7,300,5,0.826779588,-0.83490522,LUMO,HOMO,ATS0dv,CT100,TPSA,BalabanJ,MolWt,NumRotatableBonds,LabuteASA,HeavyAtomMolWt
1,6,18,5,100,5,0.831831078,-0.123550066,LUMO,HOMO,CT100,ATS0dv,MolWt,TPSA,BalabanJ,Eads100,LabuteASA,Kappa1
1,6,19,7,300,2,0.875544247,0.154140422,LUMO,HOMO,ATS0dv,CT100,BalabanJ,Eads100,MolWt,TPSA,NumRotatableBonds,SpAbs_A
1,6,20,7,300,10,0.753357648,0.136762097,HOMO,LUMO,CT100,ATS0dv,NumRotatableBonds,TPSA,Eads100,BalabanJ,MolWt,LabuteASA
1,6,21,5,100,5,0.86782046,-1.354322418,LUMO,ATS0dv,HOMO,CT100,Eads100,TPSA,MolWt,LabuteASA,MaxAbsPartialCharge,Kappa1
1,6,22,5,100,2,0.873300645,-0.359647546,LUMO,HOMO,CT100,Eads100,ATS0dv,LabuteASA,BalabanJ,TPSA,NumRotatableBonds,MolWt
1,6,23,5,100,2,0.872845989,-0.000368288,LUMO,HOMO,CT100,ATS0dv,Eads100,BalabanJ,MolWt,LabuteASA,Chi0,NumRotatableBonds
1,6,24,5,200,2,0.867006441,0.376061726,HOMO,LUMO,CT100,ATS0dv,Eads100,MolWt,TPSA,BalabanJ,Chi0,LabuteASA
1,6,25,5,200,2,0.865016959,0.033768509,LUMO,HOMO,ATS0dv,CT100,BalabanJ,Eads100,NumRotatableBonds,MolWt,TPSA,SpAbs_A
1,6,26,7,200,5,0.81370366,-0.11134569,LUMO,HOMO,ATS0dv,CT100,TPSA,BalabanJ,Eads100,NumRotatableBonds,MolWt,SpAbs_A
1,6,27,5,300,2,0.868685957,0.249751292,LUMO,ATS0dv,HOMO,CT100,BalabanJ,NumRotatableBonds,Eads100,MolWt,TPSA,HeavyAtomMolWt
1,6,28,5,100,5,0.834533188,-0.0444477,LUMO,HOMO,CT100,ATS0dv,Eads100,BalabanJ,SpAbs_A,LabuteASA,TPSA,HeavyAtomMolWt
1,6,29,7,200,5,0.808830524,0.106773269,LUMO,HOMO,CT100,ATS0dv,Eads100,BalabanJ,NumRotatableBonds,SpAbs_A,Chi0,HeavyAtomMolWt
1,7,8,5,100,5,0.815108389,-0.865151316,LUMO,HOMO,CT100,ATS0dv,LabuteASA,BalabanJ,TPSA,SpAbs_A,Kappa1,MolWt
1,7,9,7,200,2,0.879620399,-8.151618326,LUMO,HOMO,CT100,BalabanJ,ATS0dv,NumRotatableBonds,Eads100,Kappa1,MolWt,SpAbs_A
1,7,10,5,100,2,0.871988359,-0.816657261,LUMO,HOMO,CT100,ATS0dv,BalabanJ,TPSA,LabuteASA,SpAbs_A,Eads100,Kappa1
1,7,11,7,100,2,0.879351856,-3.584263752,LUMO,HOMO,CT100,ATS0dv,BalabanJ,MolWt,LabuteASA,Kappa1,SpAbs_A,TPSA
1,7,12,7,100,2,0.883487598,-0.103162937,LUMO,HOMO,ATS0dv,CT100,TPSA,BalabanJ,MolWt,LabuteASA,Eads100,Kappa1
1,7,13,5,100,2,0.869662285,0.022273106,LUMO,HOMO,CT100,ATS0dv,TPSA,BalabanJ,Kappa1,Eads100,MolWt,LabuteASA
1,7,14,7,100,2,0.882844655,-0.388709256,LUMO,HOMO,CT100,ATS0dv,TPSA,BalabanJ,Eads100,MolWt,LabuteASA,Kappa1
1,7,15,7,100,2,0.880588605,-2.417784355,LUMO,HOMO,CT100,ATS0dv,BalabanJ,TPSA,MolWt,Eads100,Kappa1,NumRotatableBonds
1,7,16,7,100,2,0.885216317,-1.391392477,HOMO,LUMO,CT100,ATS0dv,TPSA,BalabanJ,MolWt,Kappa1,LabuteASA,Eads100
1,7,17,3,300,5,0.781448948,-5.691898492,LUMO,HOMO,ATS0dv,TPSA,CT100,BalabanJ,MolWt,NumRotatableBonds,Kappa1,Chi0
1,7,18,5,100,10,0.763183611,-1.125868952,LUMO,HOMO,CT100,ATS0dv,TPSA,MolWt,Kappa1,Eads100,LabuteASA,NumRotatableBonds
1,7,19,7,100,2,0.883023386,-0.254501751,LUMO,HOMO,CT100,ATS0dv,BalabanJ,TPSA,Kappa1,SpAbs_A,MolWt,LabuteASA
1,7,20,5,300,10,0.77321346,0.146399011,HOMO,LUMO,CT100,ATS0dv,TPSA,NumRotatableBonds,BalabanJ,Eads100,PEOE_VSA1,Kappa1
1,7,21,3,100,10,0.813951978,-5.262529811,LUMO,ATS0dv,HOMO,CT100,TPSA,Eads100,Kappa1,PEOE_VSA1,MolWt,BalabanJ
1,7,22,5,100,2,0.869640795,-2.893435642,CT100,HOMO,LUMO,ATS0dv,TPSA,Eads100,BalabanJ,LabuteASA,NumRotatableBonds,MolWt
1,7,23,5,200,2,0.867126444,-0.659397882,LUMO,HOMO,ATS0dv,CT100,BalabanJ,Eads100,TPSA,NumRotatableBonds,MolWt,LabuteASA
1,7,24,3,200,2,0.815942182,0.24156507,HOMO,LUMO,CT100,ATS0dv,TPSA,Eads100,Chi0,Kappa1,SpAbs_A,MolWt
1,7,25,7,200,2,0.87223645,-0.421890577,LUMO,HOMO,ATS0dv,CT100,BalabanJ,TPSA,NumRotatableBonds,Eads100,SpAbs_A,MolWt
1,7,26,5,100,2,0.868714048,-1.877744853,LUMO,HOMO,CT100,ATS0dv,TPSA,Eads100,BalabanJ,NumRotatableBonds,SpAbs_A,LabuteASA
1,7,27,3,100,2,0.827020467,0.036664417,LUMO,CT100,ATS0dv,HOMO,Eads100,BalabanJ,TPSA,LabuteASA,MolWt,HeavyAtomMolWt
1,7,28,5,100,5,0.826683685,-0.950291722,LUMO,CT100,HOMO,ATS0dv,Eads100,BalabanJ,TPSA,LabuteASA,Kappa1,SpAbs_A
1,7,29,3,300,5,0.760222734,-0.425118185,LUMO,HOMO,CT100,ATS0dv,Eads100,NumRotatableBonds,BalabanJ,TPSA,SpAbs_A,Chi0
1,8,9,7,300,10,0.725891935,-1.993630408,LUMO,HOMO,ATS0dv,CT100,NumRotatableBonds,BalabanJ,MolWt,Eads100,FractionCSP3,LabuteASA
1,8,10,3,100,2,0.82559791,-0.3227202,LUMO,HOMO,CT100,ATS0dv,LabuteASA,BalabanJ,Eads100,MolWt,SpAbs_A,LogEE_A
1,8,11,7,100,2,0.873940193,-0.527834585,LUMO,HOMO,CT100,ATS0dv,LabuteASA,BalabanJ,Eads100,MolWt,SpAbs_A,MinPartialCharge
1,8,12,7,100,2,0.878233401,0.053036581,LUMO,HOMO,ATS0dv,CT100,LabuteASA,BalabanJ,MolWt,Eads100,MinPartialCharge,MaxAbsPartialCharge
1,8,13,5,100,5,0.835434877,0.153751465,LUMO,HOMO,CT100,ATS0dv,LabuteASA,BalabanJ,Eads100,MolWt,Kappa1,MinPartialCharge
1,8,14,5,200,5,0.824913198,-0.269265152,LUMO,HOMO,ATS0dv,CT100,LabuteASA,BalabanJ,Eads100,MolWt,Kappa1,Chi0
1,8,15,7,100,10,0.7431527,-0.434914939,LUMO,HOMO,CT100,ATS0dv,TPSA,Kappa1,LabuteASA,MinPartialCharge,MolWt,Eads100
1,8,16,7,100,2,0.885217796,-0.348306102,LUMO,HOMO,ATS0dv,CT100,BalabanJ,LabuteASA,TPSA,MolWt,Kappa1,MinPartialCharge
1,8,17,3,300,10,0.725663157,-1.234362269,LUMO,HOMO,ATS0dv,CT100,LabuteASA,TPSA,MolWt,Kappa1,NumRotatableBonds,Chi0
1,8,18,7,100,10,0.745416773,-0.419619093,LUMO,HOMO,CT100,ATS0dv,Eads100,LabuteASA,TPSA,MolWt,Kappa1,BalabanJ
1,8,19,5,200,2,0.873005548,-0.048327658,LUMO,HOMO,ATS0dv,CT100,BalabanJ,Eads100,MolWt,HeavyAtomMolWt,Kappa1,LabuteASA
1,8,20,5,300,10,0.760155248,0.059972496,HOMO,LUMO,CT100,ATS0dv,NumRotatableBonds,TPSA,BalabanJ,Eads100,LabuteASA,MolWt
1,8,21,5,100,5,0.871404557,-1.827284139,LUMO,ATS0dv,HOMO,CT100,Eads100,TPSA,LabuteASA,BalabanJ,HeavyAtomMolWt,MaxAbsPartialCharge
1,8,22,5,300,2,0.858622855,-0.791562185,LUMO,HOMO,CT100,ATS0dv,Eads100,BalabanJ,NumRotatableBonds,LabuteASA,MolWt,TPSA
1,8,23,5,300,2,0.864521977,-0.22673668,LUMO,HOMO,ATS0dv,CT100,Eads100,NumRotatableBonds,BalabanJ,MolWt,LabuteASA,TPSA
1,8,24,3,200,2,0.815862431,0.287313339,HOMO,LUMO,CT100,ATS0dv,Eads100,LabuteASA,MolWt,BalabanJ,Chi0,TPSA
1,8,25,3,100,2,0.823938789,-0.226228592,LUMO,HOMO,CT100,ATS0dv,BalabanJ,LabuteASA,Eads100,NumRotatableBonds,MolWt,MinPartialCharge
1,8,26,5,100,2,0.874746767,-0.422946277,LUMO,HOMO,CT100,ATS0dv,LabuteASA,Eads100,BalabanJ,NumRotatableBonds,MolWt,SpAbs_A
1,8,27,5,300,2,0.864939925,0.129603937,LUMO,ATS0dv,CT100,HOMO,BalabanJ,NumRotatableBonds,LabuteASA,Eads100,FractionCSP3,SpAbs_A
1,8,28,5,300,2,0.861164265,-0.311430505,LUMO,HOMO,CT100,ATS0dv,BalabanJ,Eads100,LabuteASA,SpAbs_A,NumRotatableBonds,MolWt
1,8,29,3,300,5,0.764797592,-0.164377637,LUMO,HOMO,CT100,ATS0dv,Eads100,BalabanJ,NumRotatableBonds,SpAbs_A,Chi0,LabuteASA
1,9,10,5,200,10,0.71451759,-2.070715684,LUMO,HOMO,ATS0dv,CT100,NumRotatableBonds,MolWt,BalabanJ,Eads100,FractionCSP3,HeavyAtomMolWt
1,9,11,5,200,10,0.72229517,-10.473214,LUMO,HOMO,ATS0dv,CT100,NumRotatableBonds,BalabanJ,Eads100,MolWt,HeavyAtomMolWt,SpAbs_A
1,9,12,5,300,10,0.728994536,-1.056278764,LUMO,HOMO,ATS0dv,NumRotatableBonds,CT100,MolWt,Eads100,BalabanJ,HeavyAtomMolWt,Chi0
1,9,13,5,100,5,0.849488572,-0.595972136,LUMO,HOMO,BalabanJ,CT100,ATS0dv,NumRotatableBonds,MolWt,HeavyAtomMolWt,Kappa1,Eads100
1,9,14,3,100,5,0.812365419,-1.415502322,LUMO,HOMO,CT100,ATS0dv,NumRotatableBonds,BalabanJ,MolWt,HeavyAtomMolWt,Kappa1,LabuteASA
1,9,15,5,100,10,0.748859329,-6.949640542,LUMO,HOMO,CT100,NumRotatableBonds,ATS0dv,BalabanJ,MolWt,MinPartialCharge,Kappa1,HeavyAtomMolWt
1,9,16,5,100,10,0.756108173,-3.377188862,LUMO,HOMO,CT100,ATS0dv,NumRotatableBonds,BalabanJ,HeavyAtomMolWt,MolWt,Kappa1,LabuteASA
1,9,17,3,300,10,0.747566898,-13.45882566,LUMO,HOMO,ATS0dv,NumRotatableBonds,MolWt,HeavyAtomMolWt,BalabanJ,CT100,FractionCSP3,Kappa1
1,9,18,5,100,10,0.751088111,-2.761725481,LUMO,HOMO,CT100,ATS0dv,NumRotatableBonds,BalabanJ,MolWt,HeavyAtomMolWt,Kappa1,LabuteASA
1,9,19,5,100,10,0.761019179,-1.219255192,LUMO,HOMO,CT100,NumRotatableBonds,ATS0dv,BalabanJ,HeavyAtomMolWt,MolWt,LabuteASA,FractionCSP3
1,9,20,5,200,10,0.781948316,-0.020956231,HOMO,LUMO,NumRotatableBonds,BalabanJ,CT100,ATS0dv,HeavyAtomMolWt,MolWt,Eads100,FractionCSP3
1,9,21,5,100,10,0.813766179,-9.5849919,LUMO,ATS0dv,HOMO,CT100,Eads100,MolWt,FractionCSP3,BalabanJ,NumRotatableBonds,HeavyAtomMolWt
1,9,22,3,100,10,0.727253155,-6.13374391,LUMO,CT100,HOMO,NumRotatableBonds,HeavyAtomMolWt,BalabanJ,MolWt,ATS0dv,LabuteASA,Eads100
1,9,23,5,100,10,0.743256653,-1.918528373,LUMO,HOMO,CT100,NumRotatableBonds,ATS0dv,HeavyAtomMolWt,MolWt,BalabanJ,Eads100,LabuteASA
1,9,24,5,300,2,0.872252199,0.05107844,HOMO,LUMO,CT100,ATS0dv,BalabanJ,HeavyAtomMolWt,Eads100,MolWt,NumRotatableBonds,LabuteASA
1,9,25,3,100,10,0.723822374,-1.324826455,LUMO,HOMO,CT100,NumRotatableBonds,ATS0dv,BalabanJ,LabuteASA,MolWt,HeavyAtomMolWt,Eads100
1,9,26,5,100,2,0.887468388,-4.93760986,LUMO,HOMO,CT100,ATS0dv,BalabanJ,NumRotatableBonds,Eads100,MolWt,LabuteASA,HeavyAtomMolWt
1,9,27,3,100,2,0.832954335,-0.183309867,LUMO,ATS0dv,CT100,BalabanJ,NumRotatableBonds,HOMO,Eads100,LabuteASA,SpAbs_A,MolWt
1,9,28,3,100,2,0.852002035,-2.11109656,LUMO,CT100,HOMO,Eads100,ATS0dv,BalabanJ,NumRotatableBonds,HeavyAtomMolWt,LabuteASA,MolWt
1,9,29,5,100,2,0.886681509,-1.773745498,LUMO,CT100,BalabanJ,Eads100,HOMO,NumRotatableBonds,ATS0dv,HeavyAtomMolWt,FractionCSP3,LabuteASA
1,10,11,5,100,2,0.859635275,-0.592645475,LUMO,HOMO,ATS0dv,CT100,BalabanJ,NumRotatableBonds,LabuteASA,MolWt,Eads100,Kappa1
1,10,12,5,100,2,0.870923458,0.109357566,LUMO,HOMO,ATS0dv,CT100,BalabanJ,NumRotatableBonds,MolWt,LabuteASA,Eads100,TPSA
1,10,13,5,100,2,0.860078,0.190861841,LUMO,HOMO,CT100,ATS0dv,MolWt,BalabanJ,Eads100,Kappa1,LabuteASA,NumRotatableBonds
1,10,14,7,100,2,0.875409436,-0.086978483,LUMO,HOMO,CT100,ATS0dv,BalabanJ,NumRotatableBonds,MolWt,LabuteASA,Kappa1,Eads100
1,10,15,7,100,2,0.869563955,-0.51150954,LUMO,HOMO,CT100,ATS0dv,NumRotatableBonds,BalabanJ,MolWt,LabuteASA,Eads100,Kappa1
1,10,16,3,100,10,0.720975777,-0.461877714,LUMO,HOMO,CT100,ATS0dv,NumRotatableBonds,TPSA,MolWt,HeavyAtomMolWt,LabuteASA,Kappa1
1,10,17,3,300,5,0.779846259,-1.328386963,LUMO,HOMO,ATS0dv,CT100,TPSA,MolWt,NumRotatableBonds,BalabanJ,HeavyAtomMolWt,Eads100
1,10,18,5,100,10,0.733809289,-0.368285814,LUMO,HOMO,CT100,ATS0dv,NumRotatableBonds,BalabanJ,MolWt,TPSA,HeavyAtomMolWt,Eads100
1,10,19,5,200,2,0.867513518,0.02194795,LUMO,HOMO,ATS0dv,CT100,BalabanJ,NumRotatableBonds,Kappa1,TPSA,Eads100,MolWt
1,10,20,3,300,10,0.739833374,0.123408878,HOMO,LUMO,ATS0dv,NumRotatableBonds,CT100,TPSA,Eads100,Kappa1,MolWt,BalabanJ
1,10,21,3,100,10,0.790007108,-1.870282338,LUMO,ATS0dv,HOMO,CT100,TPSA,Eads100,HeavyAtomMolWt,MolWt,LabuteASA,Kappa1
1,10,22,7,100,2,0.873318845,-0.680328987,LUMO,HOMO,CT100,ATS0dv,Eads100,BalabanJ,LabuteASA,TPSA,MolWt,SpAbs_A
1,10,23,3,200,2,0.823541518,-0.184028335,LUMO,HOMO,ATS0dv,CT100,Eads100,BalabanJ,MolWt,LabuteASA,TPSA,NumRotatableBonds
1,10,24,5,200,2,0.870893921,0.34707657,HOMO,LUMO,CT100,ATS0dv,Eads100,MolWt,BalabanJ,TPSA,LabuteASA,SpAbs_A
1,10,25,3,200,5,0.773607651,-0.102693174,LUMO,HOMO,ATS0dv,CT100,BalabanJ,Eads100,NumRotatableBonds,MolWt,TPSA,SpAbs_A
1,10,26,5,100,5,0.816228001,-0.441929639,LUMO,HOMO,CT100,ATS0dv,TPSA,BalabanJ,LabuteASA,Eads100,NumRotatableBonds,MolWt
1,10,27,3,300,2,0.814852263,0.15322225,LUMO,ATS0dv,HOMO,CT100,NumRotatableBonds,Eads100,BalabanJ,HeavyAtomMolWt,TPSA,SpAbs_A
1,10,28,5,300,5,0.811867649,-0.284247085,LUMO,HOMO,ATS0dv,CT100,Eads100,NumRotatableBonds,BalabanJ,SpAbs_A,MolWt,Chi0
1,10,29,5,300,5,0.806111952,-0.06282377,LUMO,HOMO,CT100,ATS0dv,Eads100,NumRotatableBonds,BalabanJ,MolWt,SpAbs_A,Chi0
1,11,12,7,100,2,0.864971401,-0.09446163,LUMO,HOMO,ATS0dv,CT100,BalabanJ,MolWt,LabuteASA,NumRotatableBonds,MaxAbsPartialCharge,Eads100
1,11,13,5,100,2,0.84451106,0.048239169,LUMO,HOMO,CT100,ATS0dv,BalabanJ,MolWt,NumRotatableBonds,Eads100,Kappa1,LabuteASA
1,11,14,5,300,5,0.812595166,-0.430039138,LUMO,HOMO,ATS0dv,CT100,BalabanJ,NumRotatableBonds,Eads100,MolWt,LabuteASA,Kappa1
1,11,15,7,100,2,0.859089563,-3.007629182,HOMO,LUMO,ATS0dv,CT100,BalabanJ,Kappa1,NumRotatableBonds,MolWt,LabuteASA,Eads100
1,11,16,5,200,2,0.860686891,-1.439121962,LUMO,HOMO,ATS0dv,CT100,BalabanJ,NumRotatableBonds,Eads100,Kappa1,MolWt,HeavyAtomMolWt
1,11,17,3,300,5,0.763344408,-6.232540891,LUMO,HOMO,ATS0dv,CT100,BalabanJ,NumRotatableBonds,TPSA,LabuteASA,MolWt,Eads100
1,11,18,5,200,2,0.860669997,-1.134473683,LUMO,HOMO,ATS0dv,CT100,BalabanJ,Kappa1,NumRotatableBonds,Eads100,MolWt,HeavyAtomMolWt
1,11,19,5,200,2,0.862828422,-0.220148386,LUMO,HOMO,ATS0dv,CT100,BalabanJ,NumRotatableBonds,Kappa1,Eads100,HeavyAtomMolWt,MolWt
1,11,20,7,300,10,0.758644823,0.164570253,HOMO,LUMO,ATS0dv,NumRotatableBonds,CT100,Eads100,TPSA,BalabanJ,MolWt,Kappa1
1,11,21,5,100,5,0.853310845,-5.400800476,LUMO,HOMO,ATS0dv,CT100,Eads100,TPSA,BalabanJ,MinPartialCharge,LabuteASA,MaxAbsPartialCharge
1,11,22,5,200,2,0.856417286,-2.874448882,LUMO,HOMO,ATS0dv,CT100,Eads100,BalabanJ,NumRotatableBonds,LabuteASA,MolWt,SpAbs_A
1,11,23,5,200,2,0.866512059,-0.702061846,LUMO,HOMO,ATS0dv,CT100,Eads100,BalabanJ,NumRotatableBonds,MolWt,SpAbs_A,LabuteASA
1,11,24,5,200,2,0.864433483,0.285390706,HOMO,LUMO,CT100,Eads100,ATS0dv,BalabanJ,MolWt,LabuteASA,SpAbs_A,Chi0
1,11,25,7,200,2,0.868127736,-0.306129496,LUMO,HOMO,ATS0dv,CT100,BalabanJ,Eads100,NumRotatableBonds,MolWt,SpAbs_A,LabuteASA
1,11,26,7,300,5,0.791088764,-2.166321518,LUMO,HOMO,ATS0dv,CT100,NumRotatableBonds,BalabanJ,Eads100,SpAbs_A,MolWt,TPSA
1,11,27,5,300,2,0.857630817,0.126855671,LUMO,ATS0dv,HOMO,CT100,NumRotatableBonds,Eads100,BalabanJ,SpAbs_A,HeavyAtomMolWt,LabuteASA
1,11,28,5,300,5,0.798525822,-0.879857356,LUMO,HOMO,ATS0dv,CT100,Eads100,NumRotatableBonds,BalabanJ,SpAbs_A,Kappa1,MolWt
1,11,29,5,200,5,0.809083656,-0.353002587,LUMO,HOMO,CT100,ATS0dv,Eads100,BalabanJ,NumRotatableBonds,MolWt,HeavyAtomMolWt,MinPartialCharge
1,12,13,5,100,5,0.827836526,0.332649853,LUMO,HOMO,ATS0dv,CT100,MolWt,BalabanJ,LabuteASA,NumRotatableBonds,Eads100,Kappa1
1,12,14,7,100,2,0.870827284,0.190727188,LUMO,HOMO,ATS0dv,CT100,BalabanJ,MolWt,LabuteASA,NumRotatableBonds,TPSA,Eads100
1,12,15,7,300,2,0.869902292,-0.018324061,LUMO,HOMO,ATS0dv,CT100,BalabanJ,MolWt,Eads100,NumRotatableBonds,LabuteASA,Chi0
1,12,16,7,300,2,0.871451911,-0.0098329,LUMO,HOMO,ATS0dv,CT100,BalabanJ,Eads100,MolWt,TPSA,NumRotatableBonds,LabuteASA
1,12,17,5,200,10,0.754143413,-0.552936955,LUMO,HOMO,ATS0dv,TPSA,CT100,NumRotatableBonds,MolWt,HeavyAtomMolWt,LabuteASA,BalabanJ
1,12,18,5,100,2,0.8617663,0.055010978,LUMO,HOMO,CT100,ATS0dv,BalabanJ,MolWt,Eads100,NumRotatableBonds,TPSA,LabuteASA
1,12,19,5,100,2,0.869172025,0.238130897,LUMO,HOMO,ATS0dv,CT100,BalabanJ,LabuteASA,NumRotatableBonds,TPSA,MolWt,Eads100
1,12,20,5,300,10,0.765742346,0.132931967,HOMO,ATS0dv,LUMO,NumRotatableBonds,CT100,TPSA,Eads100,MolWt,BalabanJ,Kappa1
1,12,21,7,100,5,0.85988789,-1.075016304,LUMO,ATS0dv,HOMO,CT100,Eads100,TPSA,MolWt,BalabanJ,MinPartialCharge,LabuteASA
1,12,22,7,100,2,0.870538244,-0.080784812,LUMO,HOMO,CT100,ATS0dv,Eads100,TPSA,LabuteASA,BalabanJ,MolWt,NumRotatableBonds
1,12,23,7,100,2,0.87357718,0.112928508,LUMO,HOMO,CT100,ATS0dv,Eads100,BalabanJ,MolWt,LabuteASA,TPSA,NumRotatableBonds
1,12,24,7,200,2,0.877370157,0.407845824,HOMO,LUMO,CT100,ATS0dv,Eads100,BalabanJ,TPSA,MolWt,LabuteASA,SpAbs_A
1,12,25,5,100,2,0.873853746,0.131658001,LUMO,HOMO,ATS0dv,CT100,BalabanJ,Eads100,MolWt,NumRotatableBonds,LabuteASA,TPSA
1,12,26,5,100,2,0.867730613,0.004486964,LUMO,HOMO,CT100,ATS0dv,TPSA,NumRotatableBonds,BalabanJ,LabuteASA,Eads100,MolWt
1,12,27,5,300,2,0.872107414,0.211819849,LUMO,ATS0dv,HOMO,CT100,NumRotatableBonds,BalabanJ,Eads100,HeavyAtomMolWt,MolWt,SpAbs_A
1,12,28,7,300,2,0.866352327,0.03991636,LUMO,HOMO,ATS0dv,CT100,Eads100,BalabanJ,NumRotatableBonds,MolWt,SpAbs_A,MaxAbsPartialCharge
1,12,29,7,200,2,0.871406872,0.203798737,LUMO,HOMO,ATS0dv,CT100,Eads100,BalabanJ,NumRotatableBonds,MolWt,SpAbs_A,HeavyAtomMolWt
1,13,14,5,300,2,0.859951262,0.196853123,LUMO,HOMO,ATS0dv,CT100,BalabanJ,LabuteASA,MolWt,Eads100,NumRotatableBonds,Chi0
1,13,15,5,200,2,0.859650737,0.140624715,LUMO,HOMO,ATS0dv,CT100,BalabanJ,Eads100,MolWt,NumRotatableBonds,LabuteASA,HeavyAtomMolWt
1,13,16,7,200,2,0.871877807,0.084439379,LUMO,HOMO,ATS0dv,CT100,BalabanJ,Eads100,MolWt,TPSA,HeavyAtomMolWt,LabuteASA
1,13,17,3,200,5,0.788196235,-0.255573013,LUMO,HOMO,ATS0dv,TPSA,MolWt,CT100,BalabanJ,HeavyAtomMolWt,NumRotatableBonds,LabuteASA
1,13,18,5,100,2,0.857080434,0.146704847,LUMO,HOMO,CT100,ATS0dv,Eads100,BalabanJ,MolWt,NumRotatableBonds,HeavyAtomMolWt,Kappa1
1,13,19,7,200,5,0.828186989,0.289443821,LUMO,HOMO,ATS0dv,CT100,BalabanJ,Eads100,MolWt,NumRotatableBonds,TPSA,LabuteASA
1,13,20,3,200,2,0.816548212,0.038711171,HOMO,LUMO,NumRotatableBonds,ATS0dv,Eads100,CT100,TPSA,MolWt,BalabanJ,HeavyAtomMolWt
1,13,21,7,100,5,0.884359819,-0.900880069,LUMO,ATS0dv,HOMO,Eads100,CT100,TPSA,MolWt,BalabanJ,HeavyAtomMolWt,LabuteASA
1,13,22,7,100,2,0.865972036,0.042879906,LUMO,HOMO,CT100,Eads100,ATS0dv,LabuteASA,MolWt,BalabanJ,TPSA,HeavyAtomMolWt
1,13,23,7,200,2,0.869372567,0.172518356,LUMO,HOMO,Eads100,ATS0dv,CT100,BalabanJ,MolWt,NumRotatableBonds,LabuteASA,HeavyAtomMolWt
1,13,24,7,200,2,0.870885445,0.425002,HOMO,LUMO,CT100,Eads100,ATS0dv,BalabanJ,TPSA,MolWt,LabuteASA,HeavyAtomMolWt
1,13,25,7,100,2,0.875385294,0.219824465,LUMO,HOMO,ATS0dv,CT100,BalabanJ,Eads100,MolWt,LabuteASA,NumRotatableBonds,TPSA
1,13,26,7,300,2,0.863926196,0.190445688,LUMO,HOMO,ATS0dv,CT100,NumRotatableBonds,BalabanJ,Eads100,MolWt,TPSA,HeavyAtomMolWt
